0,1026,2048,3072
0,1025,2048,3072
0,1025,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1024,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1025,2048,3072
1,1026,2048,3072
1,1026,2048,3072
0,1024,2049,3073
0,1024,2049,3073
1,1025,2049,3073
1,1024,2049,3073
0,1024,2049,3073
1,1024,2049,3073
1,1025,2049,3073
1,1024,2049,3073
2,1024,2049,3073
0,1024,2049,3073
1,1024,2049,3073
2,1025,2050,3074
1,1024,2050,3074
2,1025,2050,3074
2,1024,2050,3074
2,1025,2050,3074
2,1025,2050,3074
0,1024,2049,3073
2,1024,2050,3074
2,1024,2050,3074
2,1026,2050,3074
2,1025,2050,3074
2,1024,2050,3074
2,1025,2050,3074
1,1024,2050,3074
1,1024,2050,3074
2,1025,2050,3074
2,1025,2050,3074
2,1026,2050,3074
2,1024,2050,3074
1,1024,2050,3073
2,1025,2050,3074
1,1024,2050,3074
2,1024,2050,3074
2,1024,2050,3074
2,1025,2050,3074
2,1025,2050,3074
2,1024,2050,3074
1,1025,2050,3074
2,1024,2050,3074
2,1025,2050,3073
2,1024,2050,3074
2,1026,2050,3074
0,1026,2048,3072
0,1026,2048,3072
1,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1024,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1025,2048,3072
0,1026,2048,3072
0,1025,2048,3072
2,1025,2049,3073
2,1025,2049,3073
2,1025,2050,3073
0,1024,2049,3073
2,1024,2049,3073
1,1024,2049,3073
2,1025,2049,3073
0,1024,2049,3073
2,1024,2049,3073
0,1024,2049,3073
0,1024,2049,3073
1,1025,2049,3073
1,1024,2049,3073
1,1024,2049,3073
1,1024,2049,3073
2,1025,2049,3073
1,1025,2049,3073
1,1024,2049,3073
2,1024,2049,3073
1,1024,2049,3073
1,1025,2050,3074
1,1024,2049,3073
2,1024,2050,3073
1,1024,2049,3073
2,1024,2049,3073
2,1025,2049,3073
2,1024,2050,3073
2,1025,2050,3073
1,1024,2049,3073
1,1024,2049,3073
0,1024,2049,3073
0,1024,2049,3073
1,1024,2049,3073
1,1024,2050,3073
0,1025,2049,3073
1,1026,2049,3073
2,1025,2049,3073
2,1024,2049,3073
1,1025,2049,3073
2,1024,2050,3074
2,1024,2050,3073
1,1024,2050,3073
2,1025,2050,3074
2,1026,2050,3074
2,1025,2050,3074
1,1025,2050,3074
2,1025,2050,3074
2,1025,2050,3074
2,1025,2050,3074
1,1024,2050,3074
2,1025,2050,3074
2,1025,2050,3074
2,1025,2050,3074
2,1024,2050,3074
2,1025,2050,3074
2,1026,2050,3074
1,1025,2050,3074
